No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
30751,2013,7,5,6,25.0,18,24.0,997.0,NW,21.9,0,0
33607,2013,11,1,6,233.0,1,4.0,1027.0,NE,1.79,0,0
35608,2014,1,23,15,238.0,-14,3.0,1014.0,cv,1.78,0,0
27446,2013,2,17,13,22.0,-21,6.0,1019.0,NW,15.2,0,0
786,2010,2,2,17,43.0,-19,-2.0,1027.0,NE,1.79,0,0
13821,2011,7,30,20,56.0,23,27.0,1000.0,SE,13.86,0,0
25944,2012,12,16,23,141.0,-4,-2.0,1030.0,NW,6.26,0,0
22999,2012,8,16,6,83.0,20,20.0,1012.0,NE,1.78,0,0
2553,2010,4,17,8,154.0,2,5.0,1024.0,SE,75.54,0,0
39956,2014,7,23,19,42.0,18,30.0,1002.0,SE,4.02,0,0
14695,2011,9,5,6,78.0,17,17.0,1013.0,NE,0.89,0,0
23638,2012,9,11,21,88.0,18,18.0,1009.0,cv,0.89,0,1
28218,2013,3,21,17,198.0,-1,8.0,1005.0,NW,3.13,0,0
15350,2011,10,2,13,13.0,-2,20.0,1030.0,cv,2.68,0,0
30057,2013,6,6,8,104.0,18,18.0,1012.0,SE,11.62,0,3
30193,2013,6,12,0,22.0,13,18.0,1009.0,SE,3.13,0,0
25396,2012,11,24,3,131.0,-7,-5.0,1022.0,cv,0.89,0,0
17014,2011,12,10,21,85.0,-10,0.0,1026.0,SE,14.76,0,0
7710,2010,11,18,5,354.0,-3,-2.0,1020.0,NE,0.89,0,0
14493,2011,8,27,20,55.0,18,22.0,1012.0,cv,0.89,0,0
18538,2012,2,12,9,77.0,-8,-2.0,1030.0,NW,8.05,0,0
31484,2013,8,4,19,169.0,24,31.0,996.0,SE,28.61,0,0
19958,2012,4,11,13,14.0,-11,17.0,1016.0,NW,49.18,0,0
27780,2013,3,3,11,117.0,-14,5.0,1021.0,NW,16.98,0,0
3682,2010,6,3,9,127.0,13,22.0,1019.0,cv,2.67,0,0
12661,2011,6,12,12,11.0,9,32.0,1007.0,NW,18.33,0,0
15073,2011,9,21,0,57.0,9,12.0,1017.0,cv,2.23,0,0
40194,2014,8,2,17,104.0,24,34.0,1001.0,SE,6.71,0,0
34114,2013,11,22,9,58.0,-8,4.0,1027.0,NW,23.25,0,0
31800,2013,8,17,23,17.0,14,25.0,1004.0,NW,1.79,0,0
12738,2011,6,15,17,144.0,18,29.0,1001.0,SE,39.78,0,0
19494,2012,3,23,5,54.0,1,2.0,1015.0,SE,64.81,0,0
41457,2014,9,24,8,17.0,16,17.0,1017.0,NW,4.92,0,0
42399,2014,11,2,14,8.0,-12,14.0,1022.0,NW,202.93,0,0
25379,2012,11,23,10,23.0,-15,2.0,1029.0,NW,6.26,0,0
22689,2012,8,3,8,77.0,24,25.0,1009.0,NW,1.79,0,0
10053,2011,2,23,20,470.0,-4,3.0,1014.0,NW,8.05,0,0
34595,2013,12,12,10,10.0,-29,0.0,1023.0,NW,44.26,0,0
39095,2014,6,17,22,62.0,18,19.0,1003.0,cv,2.23,0,0
20270,2012,4,24,13,44.0,15,15.0,1006.0,NW,23.69,0,8
11042,2011,4,6,1,190.0,0,12.0,1019.0,SE,83.6,0,0
41906,2014,10,13,1,5.0,-3,6.0,1031.0,NW,45.16,0,0
31154,2013,7,22,1,73.0,20,25.0,1005.0,SE,26.36,0,0
16527,2011,11,20,14,55.0,-10,6.0,1029.0,SE,4.92,0,0
30091,2013,6,7,18,141.0,19,21.0,1008.0,NE,2.68,0,0
23347,2012,8,30,18,176.0,22,31.0,1008.0,SE,20.56,0,0
23521,2012,9,7,0,143.0,18,18.0,1016.0,NW,3.13,0,6
15477,2011,10,7,20,146.0,11,14.0,1018.0,SE,23.68,0,0
7787,2010,11,21,10,28.0,-12,9.0,1015.0,NW,51.86,0,0
5231,2010,8,6,22,38.0,17,23.0,1015.0,SE,29.07,0,0
31748,2013,8,15,19,142.0,25,30.0,1001.0,SE,21.47,0,0
39458,2014,7,3,1,134.0,21,23.0,1001.0,SE,7.15,0,0
14764,2011,9,8,3,17.0,16,20.0,1009.0,NW,12.96,0,0
28371,2013,3,28,2,8.0,-19,6.0,1020.0,NE,25.92,0,0
1084,2010,2,15,3,18.0,-22,-8.0,1037.0,cv,0.89,0,0
2121,2010,3,30,8,,6,8.0,1019.0,SE,14.31,0,0
2736,2010,4,24,23,93.0,6,17.0,1014.0,SE,81.38,0,0
18608,2012,2,15,7,92.0,-11,-9.0,1031.0,NE,1.78,0,0
9163,2011,1,17,18,20.0,-20,-4.0,1033.0,NW,104.15,0,0
5369,2010,8,12,16,94.0,22,33.0,998.0,SE,5.81,0,0
7574,2010,11,12,13,68.0,-5,-1.0,1016.0,NW,155.09,0,0
40362,2014,8,9,17,44.0,15,31.0,1003.0,SE,23.25,0,0
23681,2012,9,13,16,15.0,8,23.0,1011.0,NE,8.04,0,0
31605,2013,8,9,20,49.0,22,30.0,1001.0,SE,17.88,0,0
3539,2010,5,28,10,157.0,17,19.0,1010.0,SE,11.18,0,0
3256,2010,5,16,15,81.0,13,21.0,1013.0,SE,73.76,0,0
27978,2013,3,11,17,153.0,-6,11.0,1015.0,SE,33.09,0,0
24241,2012,10,7,0,145.0,11,12.0,1024.0,NE,0.89,0,0
30163,2013,6,10,18,21.0,12,24.0,1011.0,SE,8.94,0,0
15591,2011,10,12,14,313.0,14,21.0,1015.0,NE,1.79,0,0
23839,2012,9,20,6,65.0,13,14.0,1013.0,NW,5.37,0,0
7140,2010,10,25,11,14.0,-7,11.0,1031.0,NW,82.7,0,0
18110,2012,1,25,13,47.0,-21,0.0,1021.0,SE,3.13,0,0
22492,2012,7,26,3,75.0,25,25.0,1004.0,NE,1.79,0,0
15072,2011,9,20,23,24.0,8,11.0,1016.0,cv,1.34,0,0
30796,2013,7,7,3,42.0,21,23.0,1000.0,cv,0.89,0,0
2552,2010,4,17,7,152.0,2,5.0,1024.0,SE,71.52,0,0
43651,2014,12,24,18,12.0,-14,3.0,1032.0,NW,45.14,0,0
37401,2014,4,8,8,181.0,4,13.0,1016.0,cv,0.89,0,0
31147,2013,7,21,18,56.0,19,31.0,1004.0,SE,16.09,0,0
15132,2011,9,23,11,94.0,11,24.0,1017.0,cv,3.13,0,0
13436,2011,7,14,19,133.0,23,28.0,1004.0,SE,1.79,0,1
27599,2013,2,23,22,356.0,-9,-2.0,1028.0,SE,1.79,0,0
23147,2012,8,22,10,13.0,5,25.0,1018.0,cv,1.78,0,0
29711,2013,5,22,22,35.0,4,21.0,1012.0,SE,51.85,0,0
11857,2011,5,10,0,31.0,3,19.0,1009.0,NW,42.91,0,0
36493,2014,3,1,12,14.0,-23,10.0,1025.0,NW,36.65,0,0
27570,2013,2,22,17,9.0,-26,7.0,1029.0,NW,27.71,0,0
7485,2010,11,8,20,21.0,-11,5.0,1026.0,NE,1.79,0,0
39703,2014,7,13,6,18.0,15,25.0,1003.0,cv,0.89,0,0
27409,2013,2,16,0,66.0,-11,-4.0,1025.0,SE,43.36,0,0
37820,2014,4,25,19,101.0,8,20.0,1016.0,NW,14.75,0,1
18417,2012,2,7,8,9.0,-27,-10.0,1034.0,cv,0.89,0,0
20521,2012,5,5,0,50.0,10,18.0,1010.0,cv,0.89,0,0
19977,2012,4,12,8,47.0,-12,17.0,1010.0,NW,34.42,0,0
7956,2010,11,28,11,173.0,-14,1.0,1021.0,NW,1.79,0,0
8916,2011,1,7,11,40.0,-18,-3.0,1033.0,NW,25.48,0,0
20803,2012,5,16,18,25.0,-1,27.0,1000.0,NW,142.57,0,0
4244,2010,6,26,19,127.0,15,29.0,1004.0,SE,16.54,0,0
10133,2011,2,27,4,115.0,-3,-1.0,1026.0,NW,8.05,0,0
10791,2011,3,26,14,39.0,-13,15.0,1024.0,NW,3.13,0,0
2852,2010,4,29,19,22.0,-7,17.0,1014.0,NW,147.52,0,0
25621,2012,12,3,12,20.0,-19,3.0,1021.0,NW,59.01,0,0
15658,2011,10,15,9,23.0,4,17.0,1009.0,NW,57.22,0,0
38333,2014,5,17,4,76.0,7,15.0,1013.0,NE,0.89,0,0
40848,2014,8,29,23,111.0,21,22.0,1016.0,SE,2.68,0,0
1525,2010,3,5,12,11.0,-24,2.0,1029.0,NW,116.66,0,0
31283,2013,7,27,10,87.0,22,24.0,1001.0,cv,2.67,0,4
12724,2011,6,15,3,128.0,19,21.0,1001.0,cv,1.78,0,0
9152,2011,1,17,7,37.0,-22,-12.0,1037.0,NW,30.39,0,0
20119,2012,4,18,6,141.0,13,16.0,1007.0,SE,81.36,0,0
37869,2014,4,27,20,75.0,5,20.0,1020.0,SE,16.99,0,0
28444,2013,3,31,3,109.0,1,4.0,1023.0,SE,61.25,0,0
28778,2013,4,14,1,6.0,-16,11.0,1013.0,NE,19.22,0,0
20097,2012,4,17,8,101.0,3,13.0,1012.0,SE,73.75,0,0
23623,2012,9,11,6,123.0,19,20.0,1012.0,SE,0.89,0,0
16638,2011,11,25,5,155.0,-8,-6.0,1030.0,NW,18.33,0,0
9995,2011,2,21,10,486.0,-2,1.0,1027.0,SE,1.79,0,0
30700,2013,7,3,3,29.0,20,23.0,995.0,NE,1.79,0,0
30516,2013,6,25,11,168.0,21,23.0,1001.0,NE,3.58,0,0
31197,2013,7,23,20,40.0,18,28.0,998.0,SE,29.95,0,0
29391,2013,5,9,14,28.0,11,20.0,1009.0,SE,38.45,0,0
17495,2011,12,30,22,208.0,-9,-6.0,1031.0,NW,3.13,0,0
28417,2013,3,30,0,60.0,-6,3.0,1023.0,SE,17.43,0,0
25665,2012,12,5,8,9.0,-19,-3.0,1024.0,NW,35.76,0,0
29248,2013,5,3,15,73.0,5,22.0,1016.0,cv,1.79,0,0
1076,2010,2,14,19,21.0,-22,-5.0,1033.0,cv,0.89,0,0
32698,2013,9,24,9,11.0,1,16.0,1025.0,NW,11.17,0,0
1260,2010,2,22,11,56.0,-9,2.0,1022.0,SE,26.38,0,0
42612,2014,11,11,11,13.0,-7,13.0,1018.0,NW,42.03,0,0
31847,2013,8,19,22,40.0,17,25.0,1009.0,SE,3.58,0,0
33907,2013,11,13,18,296.0,-1,5.0,1018.0,NW,1.79,0,0
31290,2013,7,27,17,112.0,23,25.0,999.0,SE,4.47,0,0
15654,2011,10,15,5,21.0,2,12.0,1010.0,NW,43.36,0,0
25090,2012,11,11,9,11.0,-11,4.0,1012.0,NW,141.24,0,0
19866,2012,4,7,17,95.0,-3,20.0,1010.0,SE,23.69,0,0
1862,2010,3,19,13,250.0,3,5.0,1001.0,cv,0.89,0,0
32236,2013,9,5,3,21.0,15,18.0,1015.0,NW,20.12,0,8
1296,2010,2,23,23,282.0,-6,-1.0,1004.0,cv,1.34,0,0
34890,2013,12,24,17,333.0,-10,-2.0,1031.0,SE,0.89,0,0
10280,2011,3,5,7,82.0,-5,2.0,1016.0,SE,58.11,0,0
36303,2014,2,21,14,328.0,-6,4.0,1026.0,cv,0.89,0,0
24420,2012,10,14,11,14.0,7,14.0,1020.0,cv,53.4,0,0
27447,2013,2,17,14,14.0,-25,6.0,1019.0,NW,22.35,0,0
29577,2013,5,17,8,112.0,12,18.0,1013.0,SE,4.92,0,0
6022,2010,9,8,21,125.0,15,22.0,1014.0,SE,1.79,0,0
6225,2010,9,17,8,53.0,16,18.0,1012.0,SE,1.79,0,12
785,2010,2,2,16,35.0,-22,1.0,1027.0,cv,3.57,0,0
33482,2013,10,27,1,165.0,1,5.0,1019.0,NE,0.89,0,0
36265,2014,2,20,0,152.0,-7,-2.0,1030.0,SE,29.95,0,0
15716,2011,10,17,19,43.0,4,11.0,1023.0,cv,0.89,0,0
24444,2012,10,15,11,87.0,7,14.0,1020.0,cv,74.76,0,0
28703,2013,4,10,22,21.0,-16,9.0,1018.0,NW,204.73,0,0
20053,2012,4,15,12,35.0,-3,24.0,1008.0,NE,22.34,0,0
22976,2012,8,15,7,71.0,19,19.0,1006.0,NW,0.89,0,0
18717,2012,2,19,20,52.0,-22,2.0,1021.0,SE,16.98,0,0
28354,2013,3,27,9,179.0,4,8.0,1010.0,NW,6.71,0,0
18287,2012,2,1,22,42.0,-24,-9.0,1039.0,NE,10.72,0,0
17733,2012,1,9,20,267.0,-11,-6.0,1031.0,SE,3.58,0,0
35083,2014,1,1,18,27.0,-16,9.0,1015.0,NW,84.94,0,0
3626,2010,6,1,1,177.0,13,17.0,1017.0,cv,0.89,0,0
31183,2013,7,23,6,53.0,17,23.0,1002.0,SE,12.96,0,0
36350,2014,2,23,13,279.0,-6,2.0,1030.0,cv,2.67,0,0
16462,2011,11,17,21,144.0,7,8.0,1017.0,NW,21.46,0,0
40739,2014,8,25,10,10.0,11,29.0,1012.0,NW,8.05,0,0
25426,2012,11,25,9,247.0,-4,2.0,1020.0,NW,4.92,0,0
26473,2013,1,8,0,333.0,-14,-10.0,1028.0,NW,1.79,0,0
10099,2011,2,25,18,44.0,-12,5.0,1030.0,SE,17.89,0,0
5458,2010,8,16,9,,16,28.0,1008.0,NE,4.92,0,0
40567,2014,8,18,6,35.0,17,20.0,1012.0,NW,4.92,0,0
4073,2010,6,19,16,82.0,19,31.0,1002.0,SE,12.52,0,0
42253,2014,10,27,12,35.0,-9,13.0,1033.0,SE,3.13,0,0
9477,2011,1,30,20,46.0,-20,1.0,1031.0,NW,205.19,0,0
11299,2011,4,16,18,149.0,1,21.0,1007.0,SE,53.2,0,0
24670,2012,10,24,21,129.0,8,11.0,1013.0,cv,1.78,0,0
37730,2014,4,22,1,90.0,4,12.0,1016.0,SE,3.58,0,0
6001,2010,9,8,0,103.0,16,19.0,1016.0,cv,3.12,0,0
17943,2012,1,18,14,382.0,-9,0.0,1024.0,cv,2.67,0,0
20711,2012,5,12,22,124.0,14,17.0,1011.0,SE,36.64,0,0
1246,2010,2,21,21,99.0,-12,4.0,1017.0,SE,1.79,0,0
22039,2012,7,7,6,177.0,23,23.0,1002.0,SE,1.79,0,0
39076,2014,6,17,3,84.0,16,19.0,1002.0,NE,3.13,0,1
33794,2013,11,9,1,170.0,-1,6.0,1021.0,NW,1.79,0,0
26648,2013,1,15,7,74.0,-8,-6.0,1027.0,SE,56.77,2,0
29914,2013,5,31,9,86.0,15,25.0,1004.0,SE,11.18,0,0
1864,2010,3,19,15,243.0,2,7.0,1000.0,SE,1.79,0,0
36269,2014,2,20,4,173.0,-6,-3.0,1030.0,SE,36.21,0,0
1570,2010,3,7,9,67.0,-10,-3.0,1037.0,SE,1.79,0,0
18051,2012,1,23,2,972.0,-24,-12.0,1032.0,NW,8.05,0,0
10160,2011,2,28,7,32.0,-10,-3.0,1027.0,NW,12.97,0,0
8778,2011,1,1,17,,-19,-5.0,1034.0,NW,48.73,0,0
18644,2012,2,16,19,16.0,-20,-3.0,1029.0,NW,115.33,0,0
19234,2012,3,12,9,49.0,-17,1.0,1030.0,NE,1.79,0,0
19090,2012,3,6,9,20.0,-15,4.0,1017.0,NW,94.78,0,0
40384,2014,8,10,15,30.0,16,33.0,1001.0,cv,3.58,0,0
8551,2010,12,23,6,11.0,-24,-5.0,1033.0,NW,37.1,0,0
41120,2014,9,10,7,96.0,16,19.0,1014.0,cv,0.89,0,0
41454,2014,9,24,5,20.0,16,17.0,1016.0,NW,0.89,0,0
24634,2012,10,23,9,46.0,5,10.0,1017.0,cv,0.89,0,0
22726,2012,8,4,21,25.0,22,28.0,1010.0,SE,24.59,0,0
10202,2011,3,2,1,11.0,-16,-1.0,1026.0,NW,121.59,0,0
42994,2014,11,27,9,14.0,-18,6.0,1025.0,NE,7.15,0,0
7705,2010,11,18,0,521.0,-3,-1.0,1022.0,NE,0.89,0,0
24227,2012,10,6,10,43.0,7,20.0,1026.0,NW,18.33,0,0
19669,2012,3,30,12,22.0,-14,13.0,1023.0,NW,258.81,0,0
20335,2012,4,27,6,108.0,10,13.0,996.0,cv,2.67,0,0
26665,2013,1,16,0,177.0,-10,-9.0,1028.0,NW,3.58,0,0
4995,2010,7,28,2,157.0,24,28.0,1001.0,SE,65.28,0,0
14163,2011,8,14,2,153.0,22,23.0,1001.0,NW,4.02,0,2
35261,2014,1,9,4,10.0,-23,-8.0,1033.0,NW,9.84,0,0
42601,2014,11,11,0,144.0,1,2.0,1019.0,cv,3.12,0,0
11387,2011,4,20,10,175.0,5,17.0,1010.0,cv,1.79,0,0
21282,2012,6,5,17,47.0,11,33.0,1002.0,SE,11.17,0,0
30895,2013,7,11,6,33.0,21,23.0,1006.0,NW,52.3,0,0
36930,2014,3,19,17,44.0,-4,12.0,1021.0,SE,1.79,0,0
16826,2011,12,3,1,477.0,-3,-3.0,1024.0,NW,1.79,0,0
1475,2010,3,3,10,133.0,-7,1.0,1026.0,SE,3.13,0,0
12273,2011,5,27,8,,14,18.0,1013.0,cv,0.89,0,0
28764,2013,4,13,11,132.0,2,23.0,1002.0,NW,3.13,0,0
17095,2011,12,14,6,10.0,-17,-5.0,1032.0,NW,70.2,0,0
28737,2013,4,12,8,64.0,-7,10.0,1016.0,cv,0.89,0,0
31772,2013,8,16,19,143.0,26,29.0,997.0,NW,1.79,0,0
31255,2013,7,26,6,41.0,18,26.0,1003.0,NE,0.89,0,0
35883,2014,2,4,2,6.0,-32,-5.0,1030.0,NW,19.67,0,0
11979,2011,5,15,2,50.0,4,17.0,1006.0,NW,0.89,0,0
8641,2010,12,27,0,81.0,-17,-9.0,1012.0,NW,3.13,0,0
26324,2013,1,1,19,20.0,-26,-9.0,1029.0,NW,96.13,0,0
34614,2013,12,13,5,43.0,-21,-9.0,1026.0,NW,1.79,0,0
17057,2011,12,12,16,65.0,-10,5.0,1029.0,SE,8.5,0,0
2623,2010,4,20,6,82.0,7,8.0,1019.0,SE,5.36,0,0
14884,2011,9,13,3,113.0,18,19.0,1013.0,SE,42.04,0,0
33316,2013,10,20,3,30.0,-2,9.0,1026.0,NE,3.13,0,0
18207,2012,1,29,14,20.0,-21,0.0,1032.0,NW,3.58,0,0
41301,2014,9,17,20,41.0,12,19.0,1021.0,SE,14.76,0,0
18794,2012,2,23,1,11.0,-14,-1.0,1025.0,NW,29.05,0,0
30129,2013,6,9,8,21.0,18,19.0,1009.0,NW,3.58,0,1
23642,2012,9,12,1,64.0,18,18.0,1009.0,cv,0.89,0,0
10097,2011,2,25,16,53.0,-10,6.0,1030.0,SE,11.63,0,0
4176,2010,6,23,23,69.0,11,25.0,1009.0,SE,11.18,0,0
14073,2011,8,10,8,,22,26.0,1009.0,cv,1.79,0,0
23896,2012,9,22,15,96.0,15,25.0,1010.0,SE,1.79,0,0
23514,2012,9,6,17,98.0,15,22.0,1016.0,SE,14.31,0,0
15617,2011,10,13,16,43.0,10,21.0,1009.0,SE,8.05,0,0
4243,2010,6,26,18,115.0,15,30.0,1004.0,SE,13.41,0,0
41150,2014,9,11,13,88.0,17,26.0,1013.0,NE,1.79,0,0
35018,2013,12,30,1,,-23,2.0,1017.0,NW,10.73,0,0
33898,2013,11,13,9,157.0,-1,5.0,1023.0,cv,0.89,0,0
15635,2011,10,14,10,6.0,0,19.0,1012.0,NW,28.62,0,0
41999,2014,10,16,22,70.0,3,9.0,1018.0,cv,0.89,0,0
13054,2011,6,28,21,116.0,19,27.0,1003.0,SE,25.48,0,0
19912,2012,4,9,15,138.0,4,25.0,1010.0,SE,27.73,0,0
34781,2013,12,20,4,17.0,-18,-10.0,1033.0,NW,6.26,0,0
24493,2012,10,17,12,16.0,-12,17.0,1019.0,NW,16.98,0,0
30609,2013,6,29,8,65.0,20,22.0,1004.0,SE,1.79,0,0
18916,2012,2,28,3,287.0,-9,-3.0,1021.0,cv,0.9,0,0
31796,2013,8,17,19,18.0,9,33.0,1002.0,NW,107.75,0,0
8722,2010,12,30,9,18.0,-23,-8.0,1025.0,NW,199.38,0,0
43297,2014,12,10,0,311.0,-6,-1.0,1029.0,cv,0.89,1,0
19502,2012,3,23,13,28.0,-9,14.0,1013.0,NW,51.86,0,0
17368,2011,12,25,15,56.0,-16,4.0,1031.0,NW,1.79,0,0
17531,2012,1,1,10,21.0,-16,-2.0,1036.0,NE,33.52,0,0
37340,2014,4,5,19,30.0,-12,17.0,1019.0,SE,15.2,0,0
18162,2012,1,27,17,75.0,-17,-2.0,1026.0,SE,11.18,0,0
42604,2014,11,11,3,185.0,-1,2.0,1018.0,cv,5.79,0,0
7106,2010,10,24,1,256.0,12,13.0,1019.0,NW,4.46,0,1
41705,2014,10,4,16,100.0,14,16.0,1019.0,cv,0.89,0,1
93,2010,1,4,20,31.0,-24,-12.0,1034.0,NW,180.12,0,0
16062,2011,11,1,5,259.0,12,12.0,1022.0,SE,0.89,0,0
42356,2014,10,31,19,209.0,9,13.0,1019.0,cv,2.67,0,0
2023,2010,3,26,6,57.0,-8,-2.0,1021.0,cv,0.89,0,0
21272,2012,6,5,7,87.0,15,23.0,1005.0,NW,11.62,0,0
25047,2012,11,9,14,71.0,2,12.0,1024.0,SE,3.58,0,0
30005,2013,6,4,4,174.0,16,22.0,1009.0,SE,16.1,0,0
40027,2014,7,26,18,72.0,16,34.0,1007.0,SE,24.58,0,0
16534,2011,11,20,21,113.0,-6,-2.0,1030.0,NE,1.78,0,0
34499,2013,12,8,10,354.0,-2,5.0,1021.0,NE,1.79,0,0
35080,2014,1,1,15,24.0,-17,11.0,1014.0,NW,71.08,0,0
25004,2012,11,7,19,39.0,-6,11.0,1019.0,NW,74.22,0,0
29493,2013,5,13,20,128.0,11,21.0,1000.0,SE,24.59,0,0
33066,2013,10,9,17,182.0,11,18.0,1009.0,NW,3.13,0,0
3093,2010,5,9,20,82.0,-7,18.0,1009.0,NW,37.11,0,0
18277,2012,2,1,12,14.0,-26,-6.0,1036.0,NE,4.02,0,0
13486,2011,7,16,21,84.0,19,25.0,1004.0,NW,8.94,0,0
6027,2010,9,9,2,142.0,15,18.0,1013.0,SE,12.07,0,0
32323,2013,9,8,18,161.0,18,24.0,1014.0,SE,0.89,0,0
28255,2013,3,23,6,56.0,-3,0.0,1014.0,SE,86.71,0,0
29360,2013,5,8,7,116.0,9,18.0,1015.0,cv,0.89,0,0
38785,2014,6,5,0,,15,26.0,1005.0,NW,1.79,0,0
22337,2012,7,19,16,126.0,23,31.0,1004.0,SE,23.27,0,0
36538,2014,3,3,9,246.0,-4,0.0,1023.0,cv,0.89,0,0
39962,2014,7,24,1,55.0,21,24.0,1003.0,NE,0.89,0,0
15241,2011,9,28,0,177.0,14,16.0,1015.0,SE,1.79,0,0
11604,2011,4,29,11,163.0,10,19.0,997.0,SE,8.05,0,0
15290,2011,9,30,1,20.0,0,14.0,1024.0,NE,7.15,0,0
5203,2010,8,5,18,20.0,8,30.0,1010.0,NW,101.48,0,0
1925,2010,3,22,4,100.0,-4,5.0,1010.0,cv,1.78,0,0
25335,2012,11,21,14,196.0,-4,9.0,1017.0,cv,3.56,0,0
11607,2011,4,29,14,163.0,10,20.0,996.0,SE,16.1,0,0
23617,2012,9,11,0,108.0,18,22.0,1012.0,SE,6.71,0,1
30231,2013,6,13,14,134.0,17,29.0,1008.0,SE,15.2,0,0
4796,2010,7,19,19,56.0,21,23.0,1006.0,NE,1.79,0,5
7643,2010,11,15,10,32.0,-8,0.0,1035.0,NW,234.34,0,0
26240,2012,12,29,7,16.0,-19,-6.0,1031.0,NW,42.46,0,0
29879,2013,5,29,22,34.0,5,25.0,1008.0,SE,22.8,0,0
15346,2011,10,2,9,23.0,0,15.0,1033.0,NW,14.75,0,0
22120,2012,7,10,15,53.0,25,32.0,993.0,SE,10.28,0,0
39852,2014,7,19,11,52.0,23,34.0,1009.0,SE,6.26,0,0
33296,2013,10,19,7,32.0,2,9.0,1025.0,NW,15.65,0,0
24321,2012,10,10,8,26.0,2,14.0,1023.0,NW,1.79,0,0
42948,2014,11,25,11,143.0,-3,5.0,1022.0,cv,3.57,0,0
28071,2013,3,15,14,271.0,-2,11.0,1018.0,cv,3.13,0,0
17235,2011,12,20,2,188.0,-15,-8.0,1031.0,NW,3.58,0,0
28301,2013,3,25,4,74.0,-5,-1.0,1023.0,SE,19.22,0,0
5227,2010,8,6,18,19.0,15,28.0,1013.0,SE,19.23,0,0
1559,2010,3,6,22,69.0,-9,-4.0,1034.0,SE,13.86,0,0
36449,2014,2,27,16,17.0,-19,8.0,1028.0,NE,1.79,0,0
7001,2010,10,19,16,93.0,7,11.0,1027.0,cv,0.89,0,0
7471,2010,11,8,6,7.0,-4,7.0,1023.0,NW,171.66,0,0
18284,2012,2,1,19,25.0,-23,-9.0,1037.0,NE,0.89,0,0
20879,2012,5,19,22,,16,23.0,1012.0,SE,4.92,0,2
42729,2014,11,16,8,266.0,-4,0.0,1026.0,NW,0.89,0,0
28757,2013,4,13,4,100.0,1,8.0,1002.0,cv,1.78,0,0
19418,2012,3,20,1,137.0,-2,-1.0,1024.0,SE,0.89,0,0
33964,2013,11,16,3,188.0,-5,4.0,1014.0,cv,0.89,0,0
16875,2011,12,5,2,324.0,-3,-3.0,1032.0,cv,0.89,0,0
7201,2010,10,28,0,176.0,-1,1.0,1029.0,NW,3.13,0,0
33905,2013,11,13,16,248.0,-1,9.0,1018.0,SE,0.89,0,0
9469,2011,1,30,12,16.0,-22,0.0,1035.0,NW,156.01,0,0
42907,2014,11,23,18,143.0,1,4.0,1025.0,cv,1.78,0,0
35552,2014,1,21,7,18.0,-22,-5.0,1035.0,NW,328.55,0,0
856,2010,2,5,15,72.0,-13,-1.0,1029.0,SE,1.79,0,0
33593,2013,10,31,16,151.0,0,13.0,1026.0,SE,4.92,0,0
577,2010,1,25,0,,-25,-5.0,1031.0,NW,141.25,0,0
25204,2012,11,16,3,159.0,0,0.0,1023.0,NW,1.79,0,0
34537,2013,12,10,0,63.0,-14,-3.0,1022.0,NW,2.68,0,0
36533,2014,3,3,4,182.0,-6,-2.0,1023.0,cv,0.89,0,0
43587,2014,12,22,2,85.0,-15,-7.0,1023.0,cv,3.56,0,0
29515,2013,5,14,18,38.0,4,28.0,1007.0,SE,1.79,0,0
35810,2014,2,1,1,181.0,-5,2.0,1018.0,cv,0.45,0,0
37076,2014,3,25,19,165.0,3,18.0,1008.0,SE,15.19,0,0
1155,2010,2,18,2,36.0,-17,-9.0,1026.0,NE,0.89,0,0
31685,2013,8,13,4,69.0,22,25.0,1006.0,SE,12.07,0,0
6931,2010,10,16,18,49.0,7,15.0,1019.0,SE,36.19,0,0
20080,2012,4,16,15,23.0,-10,22.0,1014.0,SE,7.6,0,0
23022,2012,8,17,5,96.0,20,22.0,1009.0,SE,59.9,0,0
818,2010,2,4,1,99.0,-21,-8.0,1028.0,NW,4.92,0,0
3916,2010,6,13,3,153.0,17,22.0,1006.0,SE,12.96,0,0
12328,2011,5,29,15,104.0,18,27.0,1006.0,SE,11.18,0,0
29489,2013,5,13,16,90.0,6,27.0,1000.0,SE,13.41,0,0
951,2010,2,9,14,50.0,-14,5.0,1023.0,cv,1.78,0,0
9171,2011,1,18,2,12.0,-23,-10.0,1035.0,NE,4.02,0,0
28276,2013,3,24,3,11.0,-13,0.0,1024.0,NE,26.38,0,0
1509,2010,3,4,20,256.0,-2,3.0,1015.0,NW,1.79,0,0
11002,2011,4,4,9,159.0,-8,14.0,1025.0,cv,1.79,0,0
31744,2013,8,15,15,105.0,24,32.0,1001.0,SE,11.63,0,0
4852,2010,7,22,3,121.0,22,24.0,1008.0,SE,7.15,0,0
25528,2012,11,29,15,41.0,-19,5.0,1022.0,cv,0.89,0,0
34485,2013,12,7,20,439.0,-3,0.0,1020.0,cv,0.45,0,0
41533,2014,9,27,12,10.0,9,23.0,1017.0,cv,1.79,0,0
35240,2014,1,8,7,17.0,-20,-6.0,1034.0,NW,6.71,0,0
1838,2010,3,18,13,201.0,-3,3.0,1020.0,SE,3.58,0,0
